Entity,Code,Year,Oil production (TWh)
Africa,,1900,0
Africa,,1901,0
Africa,,1902,0
Africa,,1903,0
Africa,,1904,0
Africa,,1905,0
Africa,,1906,0
Africa,,1907,0
Africa,,1908,0
Africa,,1909,0
Africa,,1910,0
Africa,,1911,0.035
Africa,,1912,0.326
Africa,,1913,0.151
Africa,,1914,1.163
Africa,,1915,0.349
Africa,,1916,0.686
Africa,,1917,1.605
Africa,,1918,3.291
Africa,,1919,2.617
Africa,,1920,1.733
Africa,,1921,2.128
Africa,,1922,2.024
Africa,,1923,1.791
Africa,,1924,1.919
Africa,,1925,2.117
Africa,,1926,2.024
Africa,,1927,2.163
Africa,,1928,3.128
Africa,,1929,3.198
Africa,,1930,3.338
Africa,,1931,3.373
Africa,,1932,3.163
Africa,,1933,2.791
Africa,,1934,2.582
Africa,,1935,2.117
Africa,,1936,2.128
Africa,,1937,2.024
Africa,,1938,2.663
Africa,,1939,7.804
Africa,,1940,10.862
Africa,,1941,14.27
Africa,,1942,13.805
Africa,,1943,15.003
Africa,,1944,15.794
Africa,,1945,15.735
Africa,,1946,14.945
Africa,,1947,15.549
Africa,,1948,22.027
Africa,,1949,26.819
Africa,,1950,30.808
Africa,,1951,28.086
Africa,,1952,29.063
Africa,,1953,29.529
Africa,,1954,25.132
Africa,,1955,23.004
Africa,,1956,21.725
Africa,,1957,31.134
Africa,,1958,52.323
Africa,,1959,67.675
Africa,,1960,160.482
Africa,,1961,275.015
Africa,,1962,451.768
Africa,,1963,665.423
Africa,,1964,957.755
Africa,,1965,1233.096
Africa,,1966,1569.275
Africa,,1967,1726.33
Africa,,1968,2212.528
Africa,,1969,2813.719
Africa,,1970,3394.11
Africa,,1971,3175.866
Africa,,1972,3188.988
Africa,,1973,3341.488
Africa,,1974,3080.558
Africa,,1975,2826.497
Africa,,1976,3371.628
Africa,,1977,3535.287
Africa,,1978,3450.934
Africa,,1979,3794.055
Africa,,1980,3486.818
Africa,,1981,2768.638
Africa,,1982,2661.734
Africa,,1983,2697.965
Africa,,1984,2881.095
Africa,,1985,2995.46
Africa,,1986,2986.855
Africa,,1987,2992.771
Africa,,1988,3119.891
Africa,,1989,3443.433
Africa,,1990,3690.371
Africa,,1991,3828.372
Africa,,1992,3900.955
Africa,,1993,3850.099
Africa,,1994,3842.345
Africa,,1995,3904.604
Africa,,1996,4031.02
Africa,,1997,4124.747
Africa,,1998,4138.617
Africa,,1999,4021.61
Africa,,2000,4314.525
Africa,,2001,4271.282
Africa,,2002,4300.268
Africa,,2003,4676.877
Africa,,2004,5204.051
Africa,,2005,5395.947
Africa,,2006,5521.856
Africa,,2007,5637.1
Africa,,2008,5694.421
Africa,,2009,5478.203
Africa,,2010,5655.095
Africa,,2011,4714.571
Africa,,2012,5134.572
Africa,,2013,4754.949
Africa,,2014,4535.521
Africa,,2015,4489.639
Africa,,2016,4232.376
Africa,,2017,4468.197
Africa,,2018,4581.158
Africa,,2019,4633.442
Albania,ALB,1900,0
Albania,ALB,1901,0
Albania,ALB,1902,0
Albania,ALB,1903,0
Albania,ALB,1904,0
Albania,ALB,1905,0
Albania,ALB,1906,0
Albania,ALB,1907,0
Albania,ALB,1908,0
Albania,ALB,1909,0
Albania,ALB,1910,0
Albania,ALB,1911,0
Albania,ALB,1912,0
Albania,ALB,1913,0
Albania,ALB,1914,0
Albania,ALB,1915,0
Albania,ALB,1916,0
Albania,ALB,1917,0
Albania,ALB,1918,0
Albania,ALB,1919,0
Albania,ALB,1920,0
Albania,ALB,1921,0
Albania,ALB,1922,0
Albania,ALB,1923,0
Albania,ALB,1924,0
Albania,ALB,1925,0
Albania,ALB,1926,0
Albania,ALB,1927,0
Albania,ALB,1928,0
Albania,ALB,1929,0
Albania,ALB,1930,0
Albania,ALB,1931,0
Albania,ALB,1932,0
Albania,ALB,1933,0.023
Albania,ALB,1934,0.023
Albania,ALB,1935,0.07
Albania,ALB,1936,0.477
Albania,ALB,1937,1.093
Albania,ALB,1938,1.326
Albania,ALB,1939,1.64
Albania,ALB,1940,2.628
Albania,ALB,1941,2.349
Albania,ALB,1942,2.814
Albania,ALB,1943,1.756
Albania,ALB,1944,0.582
Albania,ALB,1945,0.465
Albania,ALB,1946,1.756
Albania,ALB,1947,3.512
Albania,ALB,1948,2.64
Albania,ALB,1949,3.85
Albania,ALB,1950,1.535
Albania,ALB,1951,1.419
Albania,ALB,1952,1.733
Albania,ALB,1953,1.745
Albania,ALB,1954,2.035
Albania,ALB,1955,2.419
Albania,ALB,1956,3.094
Albania,ALB,1957,5.699
Albania,ALB,1958,4.687
Albania,ALB,1959,5.571
Albania,ALB,1960,8.467
Albania,ALB,1961,8.967
Albania,ALB,1962,9.13
Albania,ALB,1963,8.734
Albania,ALB,1964,8.885
Albania,ALB,1965,9.56
Albania,ALB,1966,10.304
Albania,ALB,1967,11.444
Albania,ALB,1968,13.188
Albania,ALB,1969,15.2
Albania,ALB,1970,17.294
Albania,ALB,1971,19.271
Albania,ALB,1972,25.005
Albania,ALB,1973,24.504
Albania,ALB,1974,20.585
Albania,ALB,1975,21.167
Albania,ALB,1976,22.097
Albania,ALB,1977,22.679
Albania,ALB,1978,24.423
Albania,ALB,1979,24.423
Albania,ALB,1980,29.784
Albania,ALB,1981,29.702
Albania,ALB,1982,43.203
Albania,ALB,1983,50.629
Albania,ALB,1984,37.229
Albania,ALB,1985,37.128
Albania,ALB,1986,37.128
Albania,ALB,1987,36.453
Albania,ALB,1988,29.784
Albania,ALB,1989,31.727
Albania,ALB,1990,20.252
Albania,ALB,1991,12.826
Albania,ALB,1992,7.446
Albania,ALB,1993,7.426
Albania,ALB,1994,7.426
Albania,ALB,1995,6.751
Albania,ALB,1996,6.431
Albania,ALB,1997,6.187
Albania,ALB,1998,4.253
Albania,ALB,1999,3.764
Albania,ALB,2000,3.829
Albania,ALB,2001,4.018
Albania,ALB,2002,4.294
Albania,ALB,2003,4.534
Albania,ALB,2004,4.53
Albania,ALB,2005,4.725
Albania,ALB,2006,5.227
Albania,ALB,2007,4.333
Albania,ALB,2008,4.061
Albania,ALB,2009,3.597
Albania,ALB,2010,7.32
Albania,ALB,2011,10.473
Albania,ALB,2012,11.396
Albania,ALB,2013,11.481
Albania,ALB,2014,13.843
Albania,ALB,2015,13.61
Albania,ALB,2016,15.398
Algeria,DZA,1900,0
Algeria,DZA,1901,0
Algeria,DZA,1902,0
Algeria,DZA,1903,0
Algeria,DZA,1904,0
Algeria,DZA,1905,0
Algeria,DZA,1906,0
Algeria,DZA,1907,0
Algeria,DZA,1908,0
Algeria,DZA,1909,0
Algeria,DZA,1910,0
Algeria,DZA,1911,0
Algeria,DZA,1912,0
Algeria,DZA,1913,0
Algeria,DZA,1914,0
Algeria,DZA,1915,0
Algeria,DZA,1916,0.012
Algeria,DZA,1917,0.012
Algeria,DZA,1918,0.012
Algeria,DZA,1919,0.012
Algeria,DZA,1920,0.012
Algeria,DZA,1921,0
Algeria,DZA,1922,0.012
Algeria,DZA,1923,0.012
Algeria,DZA,1924,0.023
Algeria,DZA,1925,0.023
Algeria,DZA,1926,0.012
Algeria,DZA,1927,0.012
Algeria,DZA,1928,0.012
Algeria,DZA,1929,0.035
Algeria,DZA,1930,0.023
Algeria,DZA,1931,0.012
Algeria,DZA,1932,0.012
Algeria,DZA,1933,0.012
Algeria,DZA,1934,0
Algeria,DZA,1935,0
Algeria,DZA,1936,0
Algeria,DZA,1937,0
Algeria,DZA,1938,0
Algeria,DZA,1939,0
Algeria,DZA,1940,0
Algeria,DZA,1941,0
Algeria,DZA,1942,0
Algeria,DZA,1943,0
Algeria,DZA,1944,0.012
Algeria,DZA,1945,0
Algeria,DZA,1946,0
Algeria,DZA,1947,0
Algeria,DZA,1948,0
Algeria,DZA,1949,0
Algeria,DZA,1950,0.035
Algeria,DZA,1951,0.081
Algeria,DZA,1952,0.535
Algeria,DZA,1953,0.989
Algeria,DZA,1954,0.849
Algeria,DZA,1955,0.64
Algeria,DZA,1956,0.395
Algeria,DZA,1957,0.244
Algeria,DZA,1958,4.989
Algeria,DZA,1959,14.328
Algeria,DZA,1960,100.39
Algeria,DZA,1961,182.091
Algeria,DZA,1962,238.497
Algeria,DZA,1963,274.899
Algeria,DZA,1964,308.067
Algeria,DZA,1965,303.507
Algeria,DZA,1966,390.627
Algeria,DZA,1967,448.715
Algeria,DZA,1968,492.587
Algeria,DZA,1969,515.949
Algeria,DZA,1970,560.974
Algeria,DZA,1971,427.262
Algeria,DZA,1972,577.38
Algeria,DZA,1973,600.279
Algeria,DZA,1974,555.408
Algeria,DZA,1975,543.446
Algeria,DZA,1976,606.439
Algeria,DZA,1977,647.392
Algeria,DZA,1978,661.083
Algeria,DZA,1979,674.449
Algeria,DZA,1980,598.466
Algeria,DZA,1981,533.26
Algeria,DZA,1982,530.52
Algeria,DZA,1983,521.96
Algeria,DZA,1984,566.46
Algeria,DZA,1985,546.431
Algeria,DZA,1986,562.898
Algeria,DZA,1987,582.852
Algeria,DZA,1988,610.458
Algeria,DZA,1989,632.63
Algeria,DZA,1990,677.573
Algeria,DZA,1991,681.5
Algeria,DZA,1992,656.045
Algeria,DZA,1993,653.976
Algeria,DZA,1994,651.05
Algeria,DZA,1995,648.031
Algeria,DZA,1996,685.199
Algeria,DZA,1997,714.862
Algeria,DZA,1998,712.758
Algeria,DZA,1999,679.581
Algeria,DZA,2000,775.472
Algeria,DZA,2001,763.443
Algeria,DZA,2002,823.159
Algeria,DZA,2003,917.337
Algeria,DZA,2004,970.121
Algeria,DZA,2005,1003.638
Algeria,DZA,2006,1000.902
Algeria,DZA,2007,1004.153
Algeria,DZA,2008,984.17
Algeria,DZA,2009,896.773
Algeria,DZA,2010,856.61
Algeria,DZA,2011,832.227
Algeria,DZA,2012,780.407
Algeria,DZA,2013,752.215
Algeria,DZA,2014,798.508
Algeria,DZA,2015,780.558
Algeria,DZA,2016,794.398
Algeria,DZA,2017,773.858
Algeria,DZA,2018,758.578
Algeria,DZA,2019,746.781
Angola,AGO,1900,0
Angola,AGO,1901,0
Angola,AGO,1902,0
Angola,AGO,1903,0
Angola,AGO,1904,0
Angola,AGO,1905,0
Angola,AGO,1906,0
Angola,AGO,1907,0
Angola,AGO,1908,0
Angola,AGO,1909,0
Angola,AGO,1910,0
Angola,AGO,1911,0
Angola,AGO,1912,0
Angola,AGO,1913,0
Angola,AGO,1914,0
Angola,AGO,1915,0
Angola,AGO,1916,0
Angola,AGO,1917,0
Angola,AGO,1918,0
Angola,AGO,1919,0
Angola,AGO,1920,0
Angola,AGO,1921,0
Angola,AGO,1922,0
Angola,AGO,1923,0
Angola,AGO,1924,0
Angola,AGO,1925,0
Angola,AGO,1926,0
Angola,AGO,1927,0
Angola,AGO,1928,0
Angola,AGO,1929,0
Angola,AGO,1930,0
Angola,AGO,1931,0
Angola,AGO,1932,0
Angola,AGO,1933,0
Angola,AGO,1934,0
Angola,AGO,1935,0
Angola,AGO,1936,0
Angola,AGO,1937,0
Angola,AGO,1938,0
Angola,AGO,1939,0
Angola,AGO,1940,0
Angola,AGO,1941,0
Angola,AGO,1942,0
Angola,AGO,1943,0
Angola,AGO,1944,0
Angola,AGO,1945,0
Angola,AGO,1946,0
Angola,AGO,1947,0
Angola,AGO,1948,0
Angola,AGO,1949,0
Angola,AGO,1950,0
Angola,AGO,1951,0
Angola,AGO,1952,0
Angola,AGO,1953,0
Angola,AGO,1954,0
Angola,AGO,1955,0
Angola,AGO,1956,0.093
Angola,AGO,1957,0.116
Angola,AGO,1958,0.593
Angola,AGO,1959,0.593
Angola,AGO,1960,0.779
Angola,AGO,1961,1.21
Angola,AGO,1962,5.478
Angola,AGO,1963,9.304
Angola,AGO,1964,10.525
Angola,AGO,1965,7.605
Angola,AGO,1966,7.327
Angola,AGO,1967,6.235
Angola,AGO,1968,8.708
Angola,AGO,1969,28.54
Angola,AGO,1970,58.81
Angola,AGO,1971,66.427
Angola,AGO,1972,81.94
Angola,AGO,1973,94.921
Angola,AGO,1974,99.171
Angola,AGO,1975,90.462
Angola,AGO,1976,87.827
Angola,AGO,1977,81.998
Angola,AGO,1978,75.112
Angola,AGO,1979,83.6
Angola,AGO,1980,86.247
Angola,AGO,1981,83.112
Angola,AGO,1982,74.427
Angola,AGO,1983,102.062
Angola,AGO,1984,116.97
Angola,AGO,1985,132.971
Angola,AGO,1986,161.696
Angola,AGO,1987,203.264
Angola,AGO,1988,259.16
Angola,AGO,1989,262.899
Angola,AGO,1990,271.468
Angola,AGO,1991,284.635
Angola,AGO,1992,315.277
Angola,AGO,1993,288.072
Angola,AGO,1994,318.423
Angola,AGO,1995,361.953
Angola,AGO,1996,410.616
Angola,AGO,1997,423.806
Angola,AGO,1998,418
Angola,AGO,1999,426.128
Angola,AGO,2000,427.87
Angola,AGO,2001,424.386
Angola,AGO,2002,517.856
Angola,AGO,2003,497.336
Angola,AGO,2004,633.769
Angola,AGO,2005,724.933
Angola,AGO,2006,797.439
Angola,AGO,2007,942.641
Angola,AGO,2008,1071.597
Angola,AGO,2009,998.984
Angola,AGO,2010,1032.559
Angola,AGO,2011,952.481
Angola,AGO,2012,990.38
Angola,AGO,2013,989.336
Angola,AGO,2014,966.944
Angola,AGO,2015,1023.667
Angola,AGO,2016,995.863
Angola,AGO,2017,947.525
Angola,AGO,2018,860.215
Angola,AGO,2019,801.912
Argentina,ARG,1900,0
Argentina,ARG,1901,0
Argentina,ARG,1902,0
Argentina,ARG,1903,0
Argentina,ARG,1904,0
Argentina,ARG,1905,0
Argentina,ARG,1906,0
Argentina,ARG,1907,0
Argentina,ARG,1908,0.023
Argentina,ARG,1909,0.035
Argentina,ARG,1910,0.035
Argentina,ARG,1911,0.023
Argentina,ARG,1912,0.081
Argentina,ARG,1913,0.221
Argentina,ARG,1914,0.465
Argentina,ARG,1915,0.861
Argentina,ARG,1916,1.465
Argentina,ARG,1917,2.059
Argentina,ARG,1918,2.279
Argentina,ARG,1919,2.245
Argentina,ARG,1920,2.78
Argentina,ARG,1921,3.512
Argentina,ARG,1922,5.106
Argentina,ARG,1923,5.78
Argentina,ARG,1924,7.874
Argentina,ARG,1925,10.316
Argentina,ARG,1926,13.328
Argentina,ARG,1927,14.619
Argentina,ARG,1928,15.328
Argentina,ARG,1929,15.84
Argentina,ARG,1930,15.177
Argentina,ARG,1931,19.213
Argentina,ARG,1932,21.806
Argentina,ARG,1933,22.69
Argentina,ARG,1934,23.237
Argentina,ARG,1935,23.69
Argentina,ARG,1936,25.726
Argentina,ARG,1937,27.214
Argentina,ARG,1938,28.424
Argentina,ARG,1939,30.971
Argentina,ARG,1940,34.285
Argentina,ARG,1941,36.635
Argentina,ARG,1942,39.449
Argentina,ARG,1943,41.321
Argentina,ARG,1944,40.321
Argentina,ARG,1945,38.077
Argentina,ARG,1946,34.611
Argentina,ARG,1947,36.355
Argentina,ARG,1948,38.647
Argentina,ARG,1949,37.588
Argentina,ARG,1950,39.042
Argentina,ARG,1951,40.717
Argentina,ARG,1952,41.31
Argentina,ARG,1953,47.45
Argentina,ARG,1954,49.183
Argentina,ARG,1955,50.765
Argentina,ARG,1956,51.602
Argentina,ARG,1957,56.499
Argentina,ARG,1958,59.336
Argentina,ARG,1959,74.176
Argentina,ARG,1960,106.275
Argentina,ARG,1961,136.676
Argentina,ARG,1962,159.506
Argentina,ARG,1963,157.773
Argentina,ARG,1964,162.867
Argentina,ARG,1965,159.824
Argentina,ARG,1966,170.033
Argentina,ARG,1967,185.34
Argentina,ARG,1968,203.05
Argentina,ARG,1969,210.24
Argentina,ARG,1970,232.228
Argentina,ARG,1971,250.462
Argentina,ARG,1972,257.976
Argentina,ARG,1973,250.814
Argentina,ARG,1974,245.514
Argentina,ARG,1975,235.248
Argentina,ARG,1976,237.031
Argentina,ARG,1977,256.164
Argentina,ARG,1978,269.493
Argentina,ARG,1979,281.896
Argentina,ARG,1980,293.379
Argentina,ARG,1981,298.828
Argentina,ARG,1982,296.912
Argentina,ARG,1983,298.026
Argentina,ARG,1984,291.924
Argentina,ARG,1985,280.509
Argentina,ARG,1986,265.531
Argentina,ARG,1987,262.093
Argentina,ARG,1988,275.413
Argentina,ARG,1989,281.337
Argentina,ARG,1990,295.347
Argentina,ARG,1991,300.519
Argentina,ARG,1992,337.192
Argentina,ARG,1993,360.732
Argentina,ARG,1994,400.711
Argentina,ARG,1995,434.917
Argentina,ARG,1996,473.919
Argentina,ARG,1997,503.755
Argentina,ARG,1998,511.215
Argentina,ARG,1999,484.054
Argentina,ARG,2000,480.09
Argentina,ARG,2001,510.067
Argentina,ARG,2002,502.46
Argentina,ARG,2003,500.37
Argentina,ARG,2004,476.356
Argentina,ARG,2005,457.119
Argentina,ARG,2006,457.863
Argentina,ARG,2007,443.713
Argentina,ARG,2008,438.956
Argentina,ARG,2009,395.285
Argentina,ARG,2010,386.401
Argentina,ARG,2011,362.097
Argentina,ARG,2012,358.096
Argentina,ARG,2013,350.493
Argentina,ARG,2014,345.852
Argentina,ARG,2015,348.864
Argentina,ARG,2016,332.436
Argentina,ARG,2017,316.289
Argentina,ARG,2018,319.798
Argentina,ARG,2019,334.797
Armenia,ARM,1992,0
Armenia,ARM,1993,0
Armenia,ARM,1994,0
Armenia,ARM,1995,0
Armenia,ARM,1996,0
Armenia,ARM,1997,0
Armenia,ARM,1998,0
Armenia,ARM,1999,0
Armenia,ARM,2000,0
Armenia,ARM,2001,0
Armenia,ARM,2002,0
Armenia,ARM,2003,0
Armenia,ARM,2004,0
Armenia,ARM,2005,0
Armenia,ARM,2006,0
Armenia,ARM,2007,0
Armenia,ARM,2008,0
Armenia,ARM,2009,0
Armenia,ARM,2010,0
Armenia,ARM,2011,0
Armenia,ARM,2012,0
Armenia,ARM,2013,0
Armenia,ARM,2014,0
Armenia,ARM,2015,0
Armenia,ARM,2016,0
Asia Pacific,,1965,521.398
Asia Pacific,,1966,580.696
Asia Pacific,,1967,615.695
Asia Pacific,,1968,720.468
Asia Pacific,,1969,829.329
Asia Pacific,,1970,1146.79
Asia Pacific,,1971,1377.104
Asia Pacific,,1972,1621.87
Asia Pacific,,1973,1936.428
Asia Pacific,,1974,2064.469
Asia Pacific,,1975,2194.649
Asia Pacific,,1976,2504.036
Asia Pacific,,1977,2734.095
Asia Pacific,,1978,2857.428
Asia Pacific,,1979,2931.054
Asia Pacific,,1980,2843.097
Asia Pacific,,1981,2810.053
Asia Pacific,,1982,2752.348
Asia Pacific,,1983,2955.47
Asia Pacific,,1984,3250.205
Asia Pacific,,1985,3359.871
Asia Pacific,,1986,3482.536
Asia Pacific,,1987,3514.128
Asia Pacific,,1988,3551.891
Asia Pacific,,1989,3655.584
Asia Pacific,,1990,3785.141
Asia Pacific,,1991,3892.352
Asia Pacific,,1992,3886.193
Asia Pacific,,1993,3910.192
Asia Pacific,,1994,4019.15
Asia Pacific,,1995,4090.039
Asia Pacific,,1996,4225.884
Asia Pacific,,1997,4267.967
Asia Pacific,,1998,4249.604
Asia Pacific,,1999,4208.654
Asia Pacific,,2000,4431.216
Asia Pacific,,2001,4388.185
Asia Pacific,,2002,4400.513
Asia Pacific,,2003,4354.886
Asia Pacific,,2004,4401.871
Asia Pacific,,2005,4446.228
Asia Pacific,,2006,4422.937
Asia Pacific,,2007,4433.711
Asia Pacific,,2008,4511.554
Asia Pacific,,2009,4463.433
Asia Pacific,,2010,4683.608
Asia Pacific,,2011,4595.736
Asia Pacific,,2012,4654.945
Asia Pacific,,2013,4579.307
Asia Pacific,,2014,4587.228
Asia Pacific,,2015,4641.924
Asia Pacific,,2016,4455.377
Asia Pacific,,2017,4293.853
Asia Pacific,,2018,4192.048
Asia Pacific,,2019,4200.776
Asia and Oceania,,1900,6.617
Asia and Oceania,,1901,10.351
Asia and Oceania,,1902,8.246
Asia and Oceania,,1903,14.619
Asia and Oceania,,1904,17.84
Asia and Oceania,,1905,21.05
Asia and Oceania,,1906,22.027
Asia and Oceania,,1907,25.877
Asia and Oceania,,1908,27.551
Asia and Oceania,,1909,31.192
Asia and Oceania,,1910,30.215
Asia and Oceania,,1911,32.692
Asia and Oceania,,1912,31.494
Asia and Oceania,,1913,33.448
Asia and Oceania,,1914,34.576
Asia and Oceania,,1915,36.751
Asia and Oceania,,1916,39.193
Asia and Oceania,,1917,38.949
Asia and Oceania,,1918,37.774
Asia and Oceania,,1919,43.322
Asia and Oceania,,1920,46.462
Asia and Oceania,,1921,48.009
Asia and Oceania,,1922,50.183
Asia and Oceania,,1923,56.65
Asia and Oceania,,1924,58.173
Asia and Oceania,,1925,59.848
Asia and Oceania,,1926,59.104
Asia and Oceania,,1927,67.163
Asia and Oceania,,1928,75.874
Asia and Oceania,,1929,87.016
Asia and Oceania,,1930,84.69
Asia and Oceania,,1931,77.491
Asia and Oceania,,1932,82.527
Asia and Oceania,,1933,88.818
Asia and Oceania,,1934,96.82
Asia and Oceania,,1935,98.983
Asia and Oceania,,1936,103.74
Asia and Oceania,,1937,115.579
Asia and Oceania,,1938,119.522
Asia and Oceania,,1939,127.616
Asia and Oceania,,1940,130.838
Asia and Oceania,,1941,115.893
Asia and Oceania,,1942,61.092
Asia and Oceania,,1943,91.54
Asia and Oceania,,1944,53.231
Asia and Oceania,,1945,24.272
Asia and Oceania,,1946,13.386
Asia and Oceania,,1947,39.647
Asia and Oceania,,1948,89.342
Asia and Oceania,,1949,120.266
Asia and Oceania,,1950,142.514
Asia and Oceania,,1951,169.705
Asia and Oceania,,1952,177.451
Asia and Oceania,,1953,197.664
Asia and Oceania,,1954,209.759
Asia and Oceania,,1955,228.751
Asia and Oceania,,1956,246.742
Asia and Oceania,,1957,283.005
Asia and Oceania,,1958,296.856
Asia and Oceania,,1959,341.178
Asia and Oceania,,1960,382.348
Asia and Oceania,,1961,393.478
Asia and Oceania,,1962,421.983
Asia and Oceania,,1963,428.764
Asia and Oceania,,1964,456.315
Asia and Oceania,,1965,510.918
Asia and Oceania,,1966,559.089
Asia and Oceania,,1967,580.5
Asia and Oceania,,1968,704.965
Asia and Oceania,,1969,797.958
Asia and Oceania,,1970,1064.739
Asia and Oceania,,1971,1341.859
Asia and Oceania,,1972,1578.762
Asia and Oceania,,1973,1878.933
Asia and Oceania,,1974,2031.449
Asia and Oceania,,1975,2136.456
Asia and Oceania,,1976,2443.151
Asia and Oceania,,1977,2674.065
Asia and Oceania,,1978,2802.809
Asia and Oceania,,1979,2852.632
Asia and Oceania,,1980,3110.682
Asia and Oceania,,1981,3091.754
Asia and Oceania,,1982,2984.852
Asia and Oceania,,1983,3169.346
Asia and Oceania,,1984,3449.38
Asia and Oceania,,1985,3641.378
Asia and Oceania,,1986,3773.957
Asia and Oceania,,1987,3767.651
Asia and Oceania,,1988,3851.883
Asia and Oceania,,1989,3968.555
Asia and Oceania,,1990,4095.865
Asia and Oceania,,1991,4215.472
Asia and Oceania,,1992,4208.21
Asia and Oceania,,1993,4243.703
Asia and Oceania,,1994,4344.414
Asia and Oceania,,1995,4488.171
Asia and Oceania,,1996,4622.45
Asia and Oceania,,1997,4716.119
Asia and Oceania,,1998,4750.098
Asia and Oceania,,1999,4749.497
Asia and Oceania,,2000,4889.235
Asia and Oceania,,2001,4834.611
Asia and Oceania,,2002,4847.497
Asia and Oceania,,2003,4794.053
Asia and Oceania,,2004,4849.556
Asia and Oceania,,2005,4896.156
Asia and Oceania,,2006,4915.472
Asia and Oceania,,2007,4886.462
Asia and Oceania,,2008,4960.336
Asia and Oceania,,2009,4933.516
Asia and Oceania,,2010,5143.821
Asia and Oceania,,2011,5045.521
Asia and Oceania,,2012,5075.366
Asia and Oceania,,2013,5020.694
Asia and Oceania,,2014,5045.722
Asia and Oceania,,2015,5104.174
Asia and Oceania,,2016,4912.133
Australia,AUS,1900,0
Australia,AUS,1901,0
Australia,AUS,1902,0
Australia,AUS,1903,0
Australia,AUS,1904,0
Australia,AUS,1905,0
Australia,AUS,1906,0
Australia,AUS,1907,0
Australia,AUS,1908,0
Australia,AUS,1909,0
Australia,AUS,1910,0
Australia,AUS,1911,0
Australia,AUS,1912,0
Australia,AUS,1913,0
Australia,AUS,1914,0
Australia,AUS,1915,0
Australia,AUS,1916,0
Australia,AUS,1917,0
Australia,AUS,1918,0
Australia,AUS,1919,0
Australia,AUS,1920,0
Australia,AUS,1921,0
Australia,AUS,1922,0
Australia,AUS,1923,0
Australia,AUS,1924,0
Australia,AUS,1925,0
Australia,AUS,1926,0
Australia,AUS,1927,0
Australia,AUS,1928,0
Australia,AUS,1929,0
Australia,AUS,1930,0
Australia,AUS,1931,0
Australia,AUS,1932,0
Australia,AUS,1933,0
Australia,AUS,1934,0
Australia,AUS,1935,0
Australia,AUS,1936,0
Australia,AUS,1937,0
Australia,AUS,1938,0
Australia,AUS,1939,0
Australia,AUS,1940,0
Australia,AUS,1941,0
Australia,AUS,1942,0
Australia,AUS,1943,0
Australia,AUS,1944,0
Australia,AUS,1945,0
Australia,AUS,1946,0
Australia,AUS,1947,0
Australia,AUS,1948,0
Australia,AUS,1949,0
Australia,AUS,1950,0
Australia,AUS,1951,0
Australia,AUS,1952,0
Australia,AUS,1953,0
Australia,AUS,1954,0
Australia,AUS,1955,0
Australia,AUS,1956,0
Australia,AUS,1957,0
Australia,AUS,1958,0
Australia,AUS,1959,0
Australia,AUS,1960,0
Australia,AUS,1961,0
Australia,AUS,1962,0
Australia,AUS,1963,0
Australia,AUS,1964,2.21
Australia,AUS,1965,4.02
Australia,AUS,1966,5.168
Australia,AUS,1967,12.06
Australia,AUS,1968,22.458
Australia,AUS,1969,25.842
Australia,AUS,1970,101.07
Australia,AUS,1971,177.132
Australia,AUS,1972,189.029
Australia,AUS,1973,236.802
Australia,AUS,1974,234.296
Australia,AUS,1975,251.054
Australia,AUS,1976,257.081
Australia,AUS,1977,271.988
Australia,AUS,1978,269.272
Australia,AUS,1979,270.264
Australia,AUS,1980,253.572
Australia,AUS,1981,246.98
Australia,AUS,1982,243.535
Australia,AUS,1983,237.062
Australia,AUS,1984,307.499
Australia,AUS,1985,356.262
Australia,AUS,1986,318.291
Australia,AUS,1987,338.322
Australia,AUS,1988,321.086
Australia,AUS,1989,302.84
Australia,AUS,1990,351.528
Australia,AUS,1991,332.23
Australia,AUS,1992,327.414
Australia,AUS,1993,305.39
Australia,AUS,1994,328.804
Australia,AUS,1995,309.611
Australia,AUS,1996,325.876
Australia,AUS,1997,345.873
Australia,AUS,1998,327.493
Australia,AUS,1999,318.979
Australia,AUS,2000,430.676
Australia,AUS,2001,398.5
Australia,AUS,2002,396.024
Australia,AUS,2003,342.793
Australia,AUS,2004,299.372
Australia,AUS,2005,294.078
Australia,AUS,2006,272.972
Australia,AUS,2007,284.161
Australia,AUS,2008,280.136
Australia,AUS,2009,259.793
Australia,AUS,2010,284.824
Australia,AUS,2011,249.963
Australia,AUS,2012,248.277
Australia,AUS,2013,206.784
Australia,AUS,2014,221.719
Australia,AUS,2015,197.223
Australia,AUS,2016,181.24
Australia,AUS,2017,173.545
Australia,AUS,2018,176.039
Australia,AUS,2019,239.458
Austria,AUT,1900,0
Austria,AUT,1901,0
Austria,AUT,1902,0.012
Austria,AUT,1903,0.012
Austria,AUT,1904,0.012
Austria,AUT,1905,0.012
Austria,AUT,1906,0.012
Austria,AUT,1907,0.012
Austria,AUT,1908,0.023
Austria,AUT,1909,0.023
Austria,AUT,1910,0.023
Austria,AUT,1911,0.012
Austria,AUT,1912,0.012
Austria,AUT,1913,0.012
Austria,AUT,1914,0.012
Austria,AUT,1915,0.012
Austria,AUT,1916,0
Austria,AUT,1917,0
Austria,AUT,1918,0
Austria,AUT,1919,0
Austria,AUT,1920,0
Austria,AUT,1921,0
Austria,AUT,1922,0
Austria,AUT,1923,0
Austria,AUT,1924,0
Austria,AUT,1925,0
